customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-35b1e87e,Female,0,No,Yes,57,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),50.92,2932.81,No
C-a3f5a69a,Female,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.32,2146.64,Yes
C-96ed7bbe,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.57,996.82,Yes
C-4ff1baa2,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.34,1238.13,Yes
C-29c83df6,Male,0,Yes,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.07,38.91,Yes
C-1edbcbf3,Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,53.67,2016.13,Yes
C-3b4cb3a4,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,39.79,1566.67,No
C-08912777,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,37.84,532.3,No
C-f679407f,Female,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.8,369.8,No
C-00b62820,Male,1,No,No,17,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,33.82,607.61,No
C-8102f5d3,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,51.06,1226.16,Yes
C-3ec82cba,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.66,1239.73,No
C-6bd51cf8,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,59.82,1459.13,Yes
C-6ac45d3d,Female,0,No,No,2,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),49.41,120.14,Yes
C-bd516b60,Male,0,Yes,No,50,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1711.7,Yes
C-aca4be11,Female,1,No,Yes,66,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,34.11,2254.15,Yes
C-d2a55af3,Female,0,No,No,45,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.29,862.79,No
C-f7740536,Female,1,Yes,No,70,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.22,2963.79,No
C-f3a71440,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.84,566.11,Yes
C-f8ed4981,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,1281.17,No
C-aa2d7cd8,Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,48.18,175.32,Yes
C-d37d22e1,Female,0,Yes,No,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,50.94,Yes
C-8cec62c2,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,57.9,118.01,Yes
C-6d129987,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,1256.72,No
C-f33c2826,Female,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.8,907.93,No
C-a4260997,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),59.39,2450.73,Yes
C-9dbeff96,Male,0,Yes,Yes,18,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),33.53,555.04,No
C-e78db577,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,38.02,1565.63,Yes
C-84550fed,Male,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,78.58,Yes
C-43d6613f,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,45.39,2045.34,No
C-e936a1cf,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,56.03,64.95,Yes
C-6952691b,Female,0,No,Yes,45,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),36.16,1610.2,No
C-45be571f,Female,0,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.61,727.99,No
C-47a718b2,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.01,876.92,No
C-38c9f69e,Female,0,No,Yes,15,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),37.59,559.48,No
C-f64037f7,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),52.56,3291.46,Yes
C-f8677f05,Female,0,Yes,Yes,41,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,50.95,2067.55,No
C-2d8d805e,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,750.18,No
C-1f36b142,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2928.01,No
C-58181e49,Female,0,No,No,20,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,No,Credit card (automatic),44.81,916.4,No
C-86afc668,Female,0,No,No,8,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,46.99,365.71,Yes
C-5835393f,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),41.76,1010.3,No
C-624578c7,Male,0,No,No,65,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,43.66,2827.71,No
C-35968c78,Female,0,Yes,No,4,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,34.09,101.68,Yes
C-283fbb4f,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.16,1275.17,No
C-d2ef7006,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.7,1063.37,No
C-0aa6db49,Male,0,No,No,63,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,34.46,2174.25,No
C-86cf7118,Male,0,Yes,No,29,Yes,No,DSL,No,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,27.1,792.08,No
C-dba65c15,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,46.89,2662.13,Yes
C-2c5f5d47,Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),40.92,1622.93,No
C-5593fbb5,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),68.98,1811.14,No
C-9de1af08,Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,40.32,2227.71,No
C-6de2148e,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.52,95.21,No
C-8ed4a297,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.04,736.03,No
C-a8792fe9,Female,1,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,37.36,2204.01,No
C-e8ca6bea,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.13,1210.18,No
C-7036d49d,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),53.95,3556.63,No
C-6e9dbf37,Female,1,Yes,Yes,68,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,56.51,3860.17,No
C-a3ba4343,Female,0,Yes,No,48,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.64,2604.93,No
C-58649f6b,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,53.09,2523.49,No
C-076fc0b2,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,43.89,132.33,Yes
C-79f3614b,Female,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.99,807.94,Yes
C-ebba3a0e,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.59,3319.44,No
C-4f7c69b7,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,39.38,746.3,No
C-c5e82acb,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),48.29,47.03,No
C-9fdb36e1,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,29.12,2037.45,No
C-52a4812c,Female,0,No,Yes,6,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.13,224.99,Yes
C-186f8a48,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,48.11,579.02,Yes
C-e945ad26,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),47.39,2020.71,No
C-4812552d,Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,40.41,2656.55,No
C-a7936c22,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,No,Bank transfer (automatic),39.2,70.68,No
C-1dcbd496,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),42.99,2940.86,No
C-e911a86a,Female,1,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.71,3969.65,Yes
C-87a0b804,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,51.08,747.25,No
C-cd400da0,Female,0,No,No,18,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.67,1018.52,Yes
C-57427b46,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.83,209.24,No
C-b53570a6,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,45.83,1144.33,No
C-214ce8f7,Male,0,No,No,44,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),37.02,1639.06,No
C-547d9b07,Female,0,No,No,63,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),34.14,2096.69,No
C-6a4008c6,Female,0,Yes,No,44,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,38.19,1684.92,No
C-8b5e2c17,Male,0,No,No,55,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.14,1304.06,Yes
C-afc5d0e6,Female,1,Yes,No,31,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.76,1356.84,No
C-b982ac72,Female,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.14,726.01,Yes
C-8b1247b9,Male,0,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.77,363.08,No
C-bdfc1ea5,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,50.72,2776.3,No
C-3313df52,Male,0,No,No,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,99.66,Yes
C-682d805c,Male,1,No,Yes,22,No,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,One year,Yes,Electronic check,31.1,677.54,No
C-09efee76,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.15,277.57,Yes
C-7addb19c,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,49.15,304.3,Yes
C-f683aacc,Female,0,No,No,30,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.25,1333.07,Yes
C-88498142,Female,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,47.37,1925.72,No
C-a07bced3,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),62.25,3430.36,No
C-5dea2ea6,Male,0,No,No,60,Yes,No phone service,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),37.91,2281.9,No
C-25bae709,Male,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.91,1488.54,No
C-d6a9b4aa,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),59.11,1527.07,No
C-1c03f52f,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,32.84,100.03,Yes
C-c19125d8,Female,0,Yes,No,27,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,65.77,1791.46,No
C-23608c9f,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.23,3827.37,No
C-7bd7f37e,Male,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.04,1084.69,No
C-3b71a5e1,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,37.96,225.13,Yes
C-78a901bb,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.47,278.83,No
C-72c46a50,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,45.75,873.18,No
C-2d8f8ae2,Female,1,No,Yes,30,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.04,1561.56,Yes
C-b0eb86db,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.53,572.72,No
C-67d8b575,Female,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.74,3081.88,Yes
C-bdd93045,Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.24,827.71,Yes
C-a0d6f7c4,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,50.02,1903.16,No
C-78fdf518,Male,0,Yes,Yes,66,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,67.49,4423.7,No
C-8afb7a25,Male,0,No,No,34,Yes,No,DSL,No,No,No internet service,No,No,Yes,Two year,No,Electronic check,33.17,1118.82,No
C-80cdc699,Female,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.27,222.45,Yes
C-f3e68d6f,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,53.94,2640.55,No
C-62efb0f1,Male,1,No,No,54,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,One year,Yes,Credit card (automatic),45.28,2479.19,No
C-af41d735,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.46,6.22,Yes
C-126967d2,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,47.34,54.51,Yes
C-55602ccc,Female,0,No,No,46,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),34.0,1575.75,No
C-d5d4459f,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,41.65,1982.22,Yes
C-44b3457f,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),34.36,2487.47,No
C-95d8a6cf,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,45.77,2340.59,Yes
C-22475a7c,Male,1,No,No,12,No,No phone service,DSL,No,No,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),33.42,410.6,No
C-1d60c91a,Female,0,Yes,No,4,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),39.47,141.04,Yes
C-ac37d7c6,Female,1,No,Yes,19,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,37.02,722.93,Yes
C-2bbcd466,Male,0,Yes,No,39,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,45.57,1764.04,No
C-19ef2e53,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),44.4,1622.27,No
C-5afe1a6b,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.68,845.12,Yes
C-1b092bf4,Male,0,No,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.72,1142.2,No
C-b3deb554,Female,0,Yes,Yes,65,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),31.62,2052.5,No
C-b1e43abb,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),32.71,2297.0,No
C-43db23ab,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),54.58,805.31,No
C-85ea6c43,Female,0,No,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.92,677.57,No
C-342b4b2a,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,49.78,1395.5,Yes
C-af68866e,Female,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,1234.5,No
C-9c5b6da4,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.88,1511.73,No
C-fd3667ea,Female,0,No,Yes,1,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),59.69,62.55,Yes
C-0e8a49d8,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,47.08,2044.32,No
C-4fe4ee98,Female,0,No,No,43,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,30.62,1364.65,No
C-b46d50f6,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,72.9,No
C-32a6dc1b,Female,0,Yes,No,69,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),38.97,2666.59,No
C-eba7be05,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,56.67,520.21,No
C-0bdfaedd,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,46.08,2427.6,No
C-8e6f103c,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,43.26,1658.51,Yes
C-f5c179e1,Female,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,195.62,No
C-3ec5b45e,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.22,490.58,No
C-d4355306,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,No,Electronic check,30.07,184.88,Yes
C-31a3e88b,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,No,Electronic check,50.68,3018.9,Yes
C-3e0698db,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.54,811.23,Yes
C-94914a81,Male,1,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,72.46,2236.6,No
C-b34d1c11,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),21.79,702.06,No
C-4ca7db86,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.01,43.18,Yes
C-c372c4b2,Female,0,Yes,No,3,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),39.17,100.4,Yes
C-e344e64e,Male,0,No,Yes,52,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.13,3298.4,Yes
C-c4d794a5,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.27,454.29,No
C-9f75da31,Female,0,No,No,25,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,34.77,872.64,Yes
C-7f0afcb1,Male,0,No,No,25,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.67,758.4,No
C-e3a8fb10,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,235.53,No
C-234e0940,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,42.92,3067.82,Yes
C-ec08be1d,Male,1,Yes,Yes,27,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,43.93,1178.05,Yes
C-5b382d6a,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,35.53,55.3,Yes
