customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-e25f5f1e,Female,0,Yes,No,31,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.09,859.07,Yes
C-1db1cd42,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,62.71,3938.64,No
C-2e26f427,Male,0,No,Yes,28,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,47.65,1352.14,No
C-df8a2574,Male,1,No,No,59,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),42.72,2538.02,No
C-331d1f88,Male,1,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.96,773.37,Yes
C-9a950c0b,Female,0,No,No,19,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Two year,Yes,Electronic check,38.83,726.69,Yes
C-35d60a20,Male,1,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),53.06,406.99,No
C-6bee53a2,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.99,57.66,Yes
C-9a87ad35,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.91,303.97,Yes
C-1f710580,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.2,685.72,Yes
C-07320edd,Male,0,No,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.64,873.03,No
C-1cb4c210,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),62.14,2799.29,No
C-978e6c97,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,58.24,2770.1,No
C-06b8c8af,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.67,2229.29,Yes
C-8b605de8,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,55.16,996.62,Yes
C-3634b2a1,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.2,1453.76,No
C-9fb9e618,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.66,569.65,Yes
C-1ce589fc,Female,0,Yes,No,43,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.55,1127.73,Yes
C-b956f23a,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),69.41,1714.16,Yes
C-30d33695,Female,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.44,1267.12,Yes
C-73ec9d86,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.02,2465.27,No
C-2350477c,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.92,3348.37,No
C-60228c52,Female,1,No,Yes,60,No,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),51.35,3094.65,No
C-339f7f1a,Male,0,No,No,12,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,50.7,620.57,No
C-6f22b7ce,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,60.08,181.92,No
C-577eb606,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.96,1861.56,Yes
C-a2fbf180,Male,0,No,No,41,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,57.61,2327.3,Yes
C-49816dcd,Male,0,No,No,22,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,48.43,1054.62,No
C-ae2c71ba,Male,0,Yes,No,70,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,61.53,4337.71,No
C-ed8c2252,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.41,1088.25,Yes
C-b2bfe461,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),71.41,1691.47,No
C-b25a9c45,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.85,213.29,No
C-fd65bcfc,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.83,1726.86,No
C-c927a85a,Male,0,Yes,No,67,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,45.85,3088.74,No
C-799dd504,Female,1,No,No,52,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,39.5,2056.49,No
C-075e6bbe,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,53.21,2035.72,Yes
C-db498d57,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,38.84,2355.4,No
C-25f08b87,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,52.69,2881.38,No
C-e541a5bd,Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,66.43,2198.5,No
C-c085aec4,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.07,370.11,Yes
C-246dd308,Male,1,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.15,3327.06,Yes
C-1eccfeca,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.37,1501.14,No
C-b33e4503,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.78,406.12,Yes
C-a4baf0ae,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),55.42,3272.91,Yes
C-2bf0c590,Female,1,Yes,No,26,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,71.58,1891.39,No
C-59332605,Male,0,Yes,Yes,11,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.02,508.31,No
C-c9ba75d2,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,58.85,4213.74,Yes
C-e7c5363a,Female,0,No,Yes,53,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),61.17,3253.22,No
C-f5cdf5ce,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),36.59,1106.63,No
C-6e2d2fa0,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),37.77,2697.52,No
C-f75a55ea,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),64.41,659.91,No
C-b866d41f,Female,0,Yes,No,0,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),48.1,13.71,Yes
C-ec60d4d5,Male,0,Yes,No,41,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.25,2238.41,No
C-96ae7768,Female,1,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),48.1,1223.77,No
C-04880c10,Female,0,Yes,Yes,23,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),69.06,1577.13,No
C-5226d4fd,Male,0,Yes,No,69,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),41.31,2847.23,No
C-32df14ff,Female,0,No,No,59,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,49.41,2889.6,No
C-27971538,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.13,3644.9,Yes
C-ac0be4b0,Female,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.76,269.02,No
C-1f9b1b9c,Female,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,58.19,4043.62,Yes
C-15971d6d,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.58,1972.02,Yes
C-62bbb92c,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.1,41.93,Yes
C-e25c719e,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,43.91,943.23,No
C-a09f2737,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.87,2853.18,Yes
C-80c9a766,Male,0,Yes,No,36,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,53.0,1919.65,Yes
C-294f5f28,Female,0,No,No,14,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.85,899.58,No
C-2927f88c,Male,1,No,No,42,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),54.28,2300.65,No
C-c5c8d53c,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.09,1191.24,Yes
C-20d0dde0,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),60.88,1602.02,No
C-10824976,Male,1,Yes,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.07,3025.86,Yes
C-cb9a1f09,Female,1,No,No,69,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.72,2439.24,No
C-312828d0,Male,1,No,No,19,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,57.13,1093.53,Yes
C-ec51bcf2,Female,0,No,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.9,3200.56,No
C-6a406d5e,Male,1,Yes,Yes,13,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,33.94,410.19,Yes
C-47c8f088,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,58.96,699.63,Yes
C-c9530a30,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),51.47,575.55,Yes
C-eb090d80,Male,0,Yes,No,8,Yes,No phone service,DSL,No internet service,No,No,No,No,No,Two year,No,Credit card (automatic),27.65,226.98,No
C-080914d2,Male,0,No,No,26,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),43.52,1093.36,No
C-ccf94e04,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),56.37,3037.79,No
C-9ca6b882,Female,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.77,2447.64,Yes
C-2d18666d,Male,1,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.99,1051.17,Yes
C-bc6da707,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,64.47,2425.68,No
C-ccc80f91,Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,60.78,377.38,Yes
C-daac1d13,Female,1,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.17,1269.05,Yes
C-49058228,Female,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,69.69,2130.64,No
C-a241731d,Male,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),58.22,1745.92,No
C-815fe925,Female,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,55.63,508.47,No
C-86c3c3c6,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,54.58,3859.42,No
C-fe69438d,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,54.3,1565.08,No
C-4e1e2ed6,Male,0,No,No,67,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,37.54,2520.23,Yes
C-0130098a,Male,0,No,Yes,28,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),43.94,1204.26,No
C-300f42e2,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,64.41,1596.93,No
C-8aa9540d,Female,0,Yes,Yes,11,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,54.15,597.42,No
C-47c6da06,Male,0,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),50.89,3569.67,Yes
C-26f99ac6,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),70.07,2396.05,Yes
C-7962e740,Male,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,59.93,1005.89,No
C-b8ee77d3,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,62.5,50.97,Yes
C-ee16e84f,Male,0,Yes,No,61,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),44.23,2679.35,No
C-66fc55cd,Female,0,No,Yes,72,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),54.9,3986.54,No
C-dd49f463,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.82,2022.36,Yes
C-aae91afe,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.03,444.12,Yes
C-8ec4a65c,Male,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,53.94,2703.38,No
C-2e0c1aa6,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),55.82,725.58,No
C-f84743c6,Female,0,Yes,No,62,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),33.22,2061.28,No
C-670f47f6,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,No internet service,No,One year,No,Mailed check,36.9,110.23,Yes
C-a66f5ff2,Male,1,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.16,4307.38,No
C-f4f09104,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No internet service,No,No,No,No,One year,Yes,Electronic check,34.8,922.31,No
C-17feb5e1,Female,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.81,1746.9,No
C-42c3eb0d,Female,1,No,Yes,50,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.83,2434.3,Yes
C-22aa04e7,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),57.62,123.2,Yes
C-8bd796fe,Female,0,Yes,No,67,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.5,1704.73,No
C-3e89b199,Female,0,No,No,60,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.18,3758.98,No
C-3bb05a47,Male,0,No,Yes,43,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.38,2796.47,Yes
C-ec07d854,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,61.49,1962.21,No
C-02bbb32a,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.5,3940.05,Yes
C-4c960910,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,70.95,2922.01,Yes
C-0ab10130,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),68.09,1374.72,Yes
C-406f7e25,Female,1,No,No,61,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.28,3408.87,Yes
C-6fdba771,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,46.72,157.19,Yes
C-3a17f0e8,Female,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.71,1289.9,No
C-c5f90efe,Male,0,Yes,No,52,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.91,1773.91,No
C-afea3459,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,48.8,3084.82,No
C-3d2119ce,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),52.75,2793.4,Yes
C-95cc1dc3,Male,0,Yes,No,29,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),62.61,1833.49,No
C-f201da6f,Male,1,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.09,48.72,Yes
C-e7aa3571,Male,0,No,Yes,6,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,42.15,265.96,Yes
C-23913bc3,Male,0,No,No,37,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,60.59,2218.78,Yes
C-092042a4,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.68,0.0,Yes
C-0fd2d609,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,39.92,2847.4,No
C-6e4fc3e7,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,60.56,3343.55,No
C-c6751fe6,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,46.46,1206.91,No
C-61edf780,Male,1,No,Yes,1,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,64.1,38.9,Yes
