customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-bd9779d9,Male,0,Yes,Yes,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.56,256.87,Yes
C-45c3f7c3,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),52.55,1487.1,No
C-ba554856,Female,1,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,28.92,619.23,Yes
C-e4599f0b,Male,0,No,No,53,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,One year,No,Electronic check,39.47,2075.58,No
C-ed5d5ef7,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,38.28,916.57,No
C-d862c9b9,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.93,768.14,No
C-c9da00de,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.82,605.55,No
C-90436357,Male,1,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,29.96,1040.25,Yes
C-c1c5d90e,Male,0,Yes,No,67,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.14,4159.64,Yes
C-14096f47,Female,1,No,No,35,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,46.06,1598.5,Yes
C-ef48d261,Female,0,No,Yes,37,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.67,893.97,No
C-18528f0f,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,47.66,2470.95,No
C-2f9fc45d,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Mailed check,35.36,1476.87,No
C-d2cf9f62,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.54,543.18,No
C-23bcfb4c,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47.61,140.94,Yes
C-c9d0d3d0,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),51.15,1039.49,Yes
C-2ed1c9a9,Female,1,No,Yes,65,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,55.79,3605.92,No
C-6b409616,Male,0,No,No,18,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,554.82,No
C-7cba6c9e,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.94,3150.23,No
C-3911ff9a,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,50.33,2549.35,Yes
C-ecd92c9a,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,41.27,1312.6,Yes
C-5229fb7f,Female,0,Yes,No,20,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.39,1311.85,Yes
C-5c901004,Male,0,Yes,No,36,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.93,879.51,No
C-f98092e6,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.53,187.27,Yes
C-68fbea90,Male,1,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),56.25,1185.1,No
C-ce21cb25,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,33.1,849.01,Yes
C-0a7f9861,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.02,3148.48,Yes
C-477d7752,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),45.49,799.84,No
C-5db763d9,Male,0,No,Yes,7,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),48.34,332.63,No
C-37647ccb,Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,42.35,2718.05,Yes
C-8636a677,Female,1,No,No,37,No,No phone service,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),36.17,1358.53,Yes
C-1e752b31,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,43.81,1437.47,Yes
C-8d6560fc,Male,1,No,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),33.5,1621.18,No
C-40a8db29,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,47.42,678.71,Yes
C-0a53ef8f,Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),37.18,1576.86,No
C-1a6d65fe,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),41.8,2522.87,No
C-81c2c06c,Female,1,Yes,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.7,150.64,Yes
C-e2c53876,Female,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.16,1054.43,No
C-6d835a39,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,50.96,2911.87,No
C-d5ce01d6,Male,1,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,51.9,575.37,Yes
C-00dc5e88,Female,0,No,No,26,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),49.65,1267.42,Yes
C-8816d556,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.84,492.52,No
C-3415b107,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,36.4,800.12,No
C-850ac4f3,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),54.87,2268.41,No
C-db13cb20,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.49,426.06,No
C-bc7422bc,Female,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.99,2851.75,Yes
C-009a7138,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),56.82,3581.97,No
C-9e039a91,Male,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,60.28,764.11,No
C-26a11dd6,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,41.84,608.79,No
C-c7ef92bb,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,57.43,2099.52,No
C-2d96bd91,Female,0,No,No,16,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.68,294.28,No
C-d7b274e6,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),25.39,1632.81,No
C-76ed1db2,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),60.58,3700.18,No
C-164b9fa9,Male,0,No,Yes,44,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,31.97,1445.22,No
C-5ef053ee,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.67,441.93,No
C-6f6e824f,Male,0,No,No,5,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,41.14,226.57,No
C-3069c91c,Female,0,No,No,56,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,One year,No,Credit card (automatic),34.05,1895.84,No
C-5be09e27,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,59.4,1425.87,No
C-2c6eb29f,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.24,2012.52,Yes
C-c0efe4b1,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,53.23,727.34,Yes
C-6195b95a,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,53.49,2728.87,No
C-1c5127b6,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,36.72,508.08,No
C-6e2037a1,Male,0,No,No,34,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.59,2215.54,Yes
C-8396f9ed,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),63.31,800.2,No
C-d311a2aa,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,32.54,960.41,No
C-7deb262e,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,1080.15,No
C-b37ebd92,Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,48.24,1531.73,Yes
C-13189f19,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.35,2902.0,No
C-b2ce6f65,Male,0,No,Yes,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),40.74,474.93,No
C-7dfe2d2b,Male,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,34.7,1037.08,No
C-a6783cb0,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,46.04,63.79,Yes
C-5a996eed,Female,0,Yes,No,53,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),48.84,2622.95,No
C-20a58c04,Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.4,2109.77,No
C-7279dd87,Male,1,No,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),57.07,3727.98,Yes
C-82d3760d,Female,0,No,No,52,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),41.66,2190.36,Yes
C-cd91405e,Female,1,No,Yes,2,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,28.78,35.62,Yes
C-a82e40e1,Male,0,Yes,No,72,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,No,Electronic check,56.46,4055.34,No
C-675118fa,Male,0,Yes,No,36,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,41.4,1506.49,No
C-5c452b58,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.13,945.37,No
C-9632caf9,Female,1,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.05,873.42,No
C-f58f9e4d,Female,0,Yes,Yes,34,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.03,1212.86,No
C-dfd1da9c,Female,0,No,Yes,2,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,50.78,101.33,No
C-57def737,Female,1,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,219.77,Yes
C-ab07c7c2,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.47,452.86,No
C-a24952a2,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.05,1908.65,Yes
C-c279a699,Male,0,Yes,No,62,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,57.24,3549.47,No
C-eec2e6d4,Male,0,Yes,No,72,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),38.64,2772.64,No
C-5cf16194,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),40.45,455.41,No
C-6cafa54d,Female,0,No,Yes,65,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.89,1287.74,No
C-e4e53023,Male,0,No,No,56,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),53.09,2995.49,Yes
C-adcfb2c1,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.26,769.08,No
C-d9454d72,Female,0,No,No,23,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.6,1015.03,No
C-01ba16f5,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.68,37.39,Yes
C-daf4bb6f,Female,1,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.98,996.99,No
C-470b1389,Male,1,No,No,70,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,39.35,2753.21,No
C-5e743d11,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),45.74,1397.54,No
C-648143be,Female,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,49.1,2913.6,No
C-30479171,Male,0,No,No,25,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),39.21,1010.81,No
C-1374b01b,Male,0,No,No,64,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,46.88,3012.03,No
C-e3da7133,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),41.16,1055.1,No
C-a82c3c7d,Male,0,No,No,57,No,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),43.21,2438.13,No
C-cd5de4f5,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,34.77,960.68,No
C-dffefc21,Female,0,Yes,Yes,32,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),38.72,1215.35,No
C-becb9b67,Female,0,Yes,No,70,No,No phone service,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),32.86,2273.24,No
C-8bb9dc93,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,48.31,1252.78,No
C-d076c39e,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.36,815.71,No
C-394490db,Female,0,Yes,Yes,48,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),34.29,1676.32,No
C-66d1c522,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),42.92,2411.58,Yes
C-2b2a8957,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,61.55,59.22,Yes
C-498fdb05,Female,0,No,Yes,72,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,51.28,3683.96,No
C-d1f1c718,Male,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.34,393.58,No
C-78583b03,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.82,375.17,Yes
C-b91fa7af,Male,1,No,Yes,14,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),51.42,703.71,Yes
C-ab47fd53,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.38,1414.47,No
C-010e190f,Female,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.13,3395.72,No
C-29019d7b,Male,1,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,28.99,339.52,Yes
C-671ee8fd,Female,1,No,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,47.64,2107.53,No
C-5be35d4c,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),54.07,1601.19,No
C-5a784ae8,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.68,657.25,No
C-ef234fe8,Female,0,No,Yes,46,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,53.67,2453.47,No
C-49d59e7e,Male,0,Yes,No,60,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.8,1117.17,Yes
C-6bc4eb07,Male,1,Yes,No,17,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.78,712.86,Yes
C-4b3ac3fa,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.43,2198.01,Yes
C-963bad11,Female,0,No,No,20,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,No,Mailed check,50.65,1006.29,No
C-5c03e167,Female,0,Yes,No,27,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,42.1,1114.84,Yes
C-228ce44b,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.03,1987.34,Yes
C-9057eb3e,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,47.79,719.09,Yes
C-b58b00e5,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,628.73,No
C-4c60e1ce,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,65.16,847.41,Yes
C-62d9d58e,Female,1,Yes,No,72,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,50.96,3694.12,Yes
C-cc19ce1e,Male,0,Yes,Yes,1,Yes,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),42.13,28.12,No
C-a1efb113,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,50.27,1966.38,No
C-e5c88cfc,Male,0,Yes,No,37,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),43.35,1640.59,Yes
C-192fb2ca,Male,0,No,Yes,66,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,36.81,2425.89,No
C-ba682271,Female,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,39.04,2492.67,No
C-9822018b,Female,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,55.28,3759.58,No
C-521f08b4,Male,0,No,No,17,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,40.09,647.23,No
C-e0f5746d,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.85,1457.61,No
C-b90ff23b,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),54.38,106.14,No
C-4163327b,Female,0,No,Yes,65,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.18,2891.34,No
C-04e6bb02,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,1103.46,No
C-20bf00f0,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.06,146.92,Yes
C-c3657074,Female,0,No,No,69,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,23.13,1575.68,No
C-aeb8c906,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.64,202.13,No
C-282ca66b,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,40.51,880.77,No
C-7d2d5074,Female,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.71,1194.19,Yes
C-29bbd4b5,Female,1,No,No,21,No,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.43,842.97,Yes
C-d84b578a,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),46.55,0.0,No
C-6867de75,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),39.54,130.7,No
C-bbdbfdf1,Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Electronic check,46.6,1923.68,No
C-0ebd91e2,Female,0,Yes,Yes,44,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,One year,No,Electronic check,31.97,1408.88,No
C-4e56fa51,Male,0,No,Yes,23,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,35.97,830.45,No
C-d0a4a4c9,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.87,607.4,No
C-62a75c37,Female,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.86,253.91,Yes
C-ffd87fea,Female,0,Yes,No,50,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.57,913.03,No
C-88d94061,Female,0,No,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,969.68,No
C-d8d64d73,Male,0,No,No,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.49,84.81,No
C-4c308230,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,52.78,3659.79,Yes
